Age,Gender,Income,City,Employment,WorkHours,Commute,DinnersCooked,EnjoysCooking,CookingSkill,CookingChallenges,DinnerTime,WhoCooks,CuisinePreferences,MealType,NonVegFrequency,DietGoals,Allergies,HealthImportance,CalorieTracking,OrderFrequency,SpendOutside,SpendMealKit,PaymentMode,TryMealKit,DeliveryPref,MealFreqSub,DesiredFeatures,ContinueService,ReferService,ReferralIncentive
38,Male,50k–75k,Delhi NCR,Full-time,6–8,15–30 min,1–2,No,3,"Waste of ingredients, Portioning issues, No skills, No time, Not cost-effective, No ideas, Cleaning up, Too tired",8–9 PM,Hired help,"Italian, Thai, Fusion, Mexican",Non-Vegetarian,3–4,"Muscle gain, High-protein, Immune boost, Gluten-free, Weight loss, Sustainable eating",Eggs,3,Regularly,1–2 times,250–400,₹150,Cash,Definitely,3x/week,3–4,"Recipe variety, Fast delivery, Family plans, Nutrition labels",Definitely,Maybe,Free meals
32,Male,75k–1L,Chennai,Consultant,8–10,60+ min,3–4,Yes,4,"Cleaning up, Not cost-effective, Too tired, No time",7–8 PM,Hired help,"South Indian, North Indian, Healthy Superfoods, Thai",Non-Vegetarian,1–2,"Quick meal-prep, Weight loss, Gluten-free, Balanced meals, Sustainable eating, Low-calorie, Immune boost, Muscle gain",None,3,Never,1–2 times,250–400,₹250,Credit Card,Definitely,Weekly batch,5–6,"Family plans, No cleanup, Easy cooking, Recipe variety",Definitely,Maybe,Discounts
39,Female,30k–50k,Delhi NCR,Full-time,<6,15–30 min,1–2,Yes,3,"No skills, Not cost-effective, Grocery hassle, No ideas, Waste of ingredients, Don't enjoy it, Cleaning up",7–8 PM,Alternates,"Fusion, Thai, Vegan, Italian, Chinese, North Indian",Mixed,Never,"Sustainable eating, Gluten-free, Quick meal-prep, High-protein",None,3,Never,1–2 times,250–400,₹250,Wallets,Maybe,Weekly batch,Daily,"Nutrition labels, Family plans, Recipe variety, Fast delivery, No cleanup, App-based tracking, Loyalty points",Definitely,Maybe,Not important
45,Female,30k–50k,Bangalore,Part-time,6–8,60+ min,5–6,Only on weekends,1,"No skills, Portioning issues, Too tired, No time, No ideas",8–9 PM,Parent,"Italian, Mexican, Thai, Chinese",Vegetarian,3–4,"Balanced meals, Low-calorie, Quick meal-prep, Low-carb, Weight loss",None,3,Never,1–2 times,250–400,₹200,UPI,Definitely,Weekly batch,5–6,"No cleanup, Family plans, Customizable, App-based tracking, Fast delivery, Cancel-anytime, Nutrition labels",Definitely,Maybe,Discounts
26,Male,30k–50k,Pune,Freelancer,8–10,30–60 min,5–6,Only on weekends,3,"Don't enjoy it, No time, Portioning issues, Too tired, Grocery hassle",Before 7 PM,Partner,"Thai, Chinese, North Indian, Keto/High-protein, Vegan, Italian, Mexican",Eggetarian,3–4,"Balanced meals, Gut health, Quick meal-prep, Sustainable eating, Muscle gain, Gluten-free, Weight loss, Diabetes-friendly",None,5,Regularly,1–2 times,250–400,₹150,Debit Card,Definitely,On-demand,3–4,"No cleanup, Family plans, Customizable, Nutrition labels",No,Definitely,Discounts
41,Male,75k–1L,Other,Freelancer,6–8,30–60 min,1–2,Yes,4,"Waste of ingredients, Grocery hassle, Not cost-effective, No time, No skills, Don't enjoy it, Portioning issues",8–9 PM,Self,"Continental, Italian, Healthy Superfoods, Fusion, Keto/High-protein",Non-Vegetarian,3–4,"High-protein, Low-calorie, Balanced meals, Muscle gain, Gluten-free, Low-carb, Diabetes-friendly",None,3,Never,1–2 times,150–250,₹300+,Debit Card,Definitely,On-demand,5–6,"Customizable, Recipe variety, Cancel-anytime, Family plans, Nutrition labels",Maybe,No,Discounts
31,Male,30k–50k,Delhi NCR,Full-time,6–8,<15 min,3–4,Only on weekends,1,"Not cost-effective, No ideas, Waste of ingredients, Too tired, Grocery hassle, No skills, Portioning issues, Cleaning up",8–9 PM,Hired help,"Healthy Superfoods, Vegan, Thai, North Indian, Italian",Vegetarian,1–2,"Gluten-free, Muscle gain, Low-carb, Quick meal-prep, High-protein, Sustainable eating, Diabetes-friendly, Weight loss",None,5,Never,1–2 times,150–250,₹150,Credit Card,Definitely,On-demand,3–4,"Loyalty points, Nutrition labels, Recipe variety, No cleanup, Family plans",Definitely,Maybe,Discounts
35,Female,75k–1L,Bangalore,Full-time,6–8,60+ min,5–6,Yes,2,"Not cost-effective, Grocery hassle, No skills, Too tired, No time, Cleaning up",7–8 PM,Self,"Healthy Superfoods, Chinese, Keto/High-protein, Fusion, Vegan, Continental, Italian, Asian",Non-Vegetarian,3–4,"Low-calorie, Gluten-free, Muscle gain, Diabetes-friendly, Gut health, Sustainable eating",None,5,Never,1–2 times,150–250,₹200,UPI,Unlikely,Weekly batch,3–4,"Customizable, Nutrition labels, App-based tracking, Family plans, Fast delivery, No cleanup",Definitely,Definitely,Not important
28,Male,1L–1.5L,Chennai,Student,8–10,60+ min,1–2,Only on weekends,3,"Waste of ingredients, Grocery hassle, Too tired, No skills, Not cost-effective, Cleaning up, No ideas, Don't enjoy it",After 9 PM,Hired help,"Keto/High-protein, Chinese, Asian, North Indian, Continental, Fusion, Mexican, South Indian",Eggetarian,1–2,"Gut health, Balanced meals, Muscle gain, Gluten-free, Sustainable eating, Low-calorie",None,3,Occasionally,1–2 times,250–400,₹150,Cash,Maybe,Weekly batch,1–2,"No cleanup, Recipe variety, Fast delivery, Loyalty points, Easy cooking, Family plans, App-based tracking",Definitely,Definitely,Free meals
36,Male,50k–75k,Mumbai,Full-time,<6,15–30 min,3–4,No,2,"Portioning issues, Not cost-effective, Too tired, Grocery hassle, Waste of ingredients, No skills, Cleaning up, Don't enjoy it",7–8 PM,Alternates,"Healthy Superfoods, Fusion, Keto/High-protein, Chinese, Vegan, Continental, North Indian, South Indian",Non-Vegetarian,3–4,"High-protein, Gluten-free, Diabetes-friendly, Low-carb, Weight loss",None,2,Occasionally,Never,250–400,₹250,UPI,Definitely,3x/week,3–4,"Family plans, Recipe variety, Fast delivery, Cancel-anytime, Customizable, No cleanup, Nutrition labels, Easy cooking",Maybe,Maybe,Discounts
33,Female,50k–75k,Mumbai,Freelancer,6–8,30–60 min,1–2,Yes,4,"No time, Too tired, Grocery hassle, Cleaning up, Portioning issues, No ideas, Don't enjoy it",7–8 PM,Alternates,"Italian, Thai, South Indian, Asian, North Indian, Keto/High-protein, Fusion, Vegan",Mixed,Never,"Gut health, Gluten-free, Low-carb, Low-calorie, Weight loss, Immune boost",Lactose,3,Occasionally,1–2 times,150–250,₹300+,UPI,Definitely,Weekly batch,3–4,"Customizable, Fast delivery, Easy cooking, No cleanup, Loyalty points",Definitely,Maybe,Discounts
36,Female,50k–75k,Bangalore,Homemaker,6–8,<15 min,3–4,Only on weekends,1,"Too tired, No time, Not cost-effective, Waste of ingredients, No skills, Portioning issues",8–9 PM,Partner,"Italian, Asian, South Indian, Keto/High-protein, Mexican, Healthy Superfoods",Eggetarian,Never,"Muscle gain, Immune boost, Quick meal-prep, Sustainable eating, Gluten-free, Diabetes-friendly",None,3,Occasionally,1–2 times,150–250,₹150,Credit Card,Maybe,On-demand,3–4,"Cancel-anytime, Fast delivery, Recipe variety, Family plans, Loyalty points, App-based tracking, Nutrition labels, No cleanup",Maybe,No,Free meals
29,Female,75k–1L,Pune,Full-time,10+,15–30 min,3–4,Yes,3,"Don't enjoy it, Not cost-effective, Portioning issues, Cleaning up, Waste of ingredients",8–9 PM,Self,"Mexican, Chinese, South Indian, Italian, Thai, North Indian, Fusion",Vegetarian,Never,"Quick meal-prep, Balanced meals, Muscle gain, Gluten-free, High-protein, Low-calorie, Immune boost",None,4,Regularly,1–2 times,150–250,₹200,Wallets,Definitely,Weekly batch,3–4,"Customizable, Recipe variety, Loyalty points, Nutrition labels, App-based tracking, Fast delivery, No cleanup, Easy cooking",Definitely,Definitely,Discounts
36,Female,50k–75k,Pune,Part-time,8–10,15–30 min,5–6,No,4,"No time, Portioning issues, No ideas, Cleaning up",8–9 PM,Hired help,"Thai, Italian, North Indian, Mexican, Continental",Vegetarian,1–2,"Low-calorie, Quick meal-prep, Gut health, Muscle gain, High-protein, Balanced meals",None,4,Never,1–2 times,250–400,₹200,UPI,Definitely,3x/week,5–6,"No cleanup, Nutrition labels, Recipe variety, Easy cooking",Maybe,Definitely,Discounts
34,Male,1L–1.5L,Bangalore,Full-time,10+,15–30 min,Daily,Yes,2,"Don't enjoy it, Portioning issues, Not cost-effective, Waste of ingredients, No ideas",Before 7 PM,Partner,"Thai, Keto/High-protein, Vegan, Italian",Mixed,Never,"High-protein, Low-carb, Muscle gain, Low-calorie, Gluten-free, Balanced meals, Gut health",None,3,Occasionally,1–2 times,150–250,₹250,Cash,Maybe,3x/week,Daily,"Loyalty points, Customizable, App-based tracking, Fast delivery, Nutrition labels, No cleanup, Family plans, Cancel-anytime",Maybe,Definitely,Free meals
30,Female,1L–1.5L,Pune,Full-time,8–10,15–30 min,3–4,No,2,"Not cost-effective, Too tired, Cleaning up, Grocery hassle, Don't enjoy it, No time, Portioning issues",8–9 PM,Hired help,"Vegan, North Indian, Thai, Fusion, Chinese, South Indian, Continental",Mixed,3–4,"Low-carb, High-protein, Diabetes-friendly, Gluten-free, Gut health, Balanced meals, Muscle gain",None,3,Occasionally,3–4 times,150–250,₹200,Credit Card,Definitely,On-demand,3–4,"Loyalty points, Fast delivery, Nutrition labels, Family plans, No cleanup, App-based tracking, Easy cooking, Customizable",Definitely,Maybe,Free meals
28,Male,30k–50k,Delhi NCR,Full-time,8–10,15–30 min,3–4,Yes,1,"Not cost-effective, No time, No ideas, Waste of ingredients, Cleaning up, Portioning issues",8–9 PM,Self,"Vegan, South Indian, Thai, Keto/High-protein, Fusion, Healthy Superfoods, Asian, Italian",Non-Vegetarian,3–4,"Weight loss, Quick meal-prep, Muscle gain, Gluten-free",Gluten,3,Occasionally,1–2 times,150–250,₹250,Credit Card,Definitely,3x/week,1–2,"Cancel-anytime, No cleanup, Nutrition labels, Family plans, Recipe variety",Definitely,Definitely,Discounts
33,Female,75k–1L,Delhi NCR,Full-time,<6,<15 min,5–6,Yes,1,"Portioning issues, Don't enjoy it, No time, No skills, Cleaning up, No ideas",Before 7 PM,Self,"Fusion, Mexican, Asian, Continental, North Indian, Keto/High-protein, Thai",Mixed,1–2,"Low-carb, Muscle gain, High-protein, Low-calorie",None,4,Regularly,3–4 times,150–250,₹200,Credit Card,Definitely,On-demand,5–6,"App-based tracking, Family plans, Loyalty points, Nutrition labels, Recipe variety, Fast delivery",Definitely,Maybe,Free meals
42,Male,75k–1L,Bangalore,Full-time,6–8,30–60 min,3–4,No,4,"Portioning issues, Grocery hassle, Cleaning up, No ideas, Not cost-effective, Waste of ingredients, No time, Too tired",After 9 PM,Hired help,"North Indian, Mexican, Chinese, Italian, Keto/High-protein, Fusion, Asian, South Indian",Vegetarian,Never,"Gut health, Immune boost, Muscle gain, High-protein, Low-calorie, Sustainable eating, Balanced meals, Low-carb",None,5,Never,Never,<150,₹150,UPI,Definitely,Weekly batch,1–2,"Nutrition labels, Easy cooking, Customizable, Recipe variety, Loyalty points, Fast delivery, Cancel-anytime, No cleanup",Definitely,Definitely,Free meals
34,Female,1L–1.5L,Bangalore,Full-time,6–8,30–60 min,5–6,Yes,4,"Not cost-effective, No skills, Grocery hassle, Cleaning up, Waste of ingredients, No ideas, Portioning issues",8–9 PM,Self,"Continental, Healthy Superfoods, North Indian, Vegan",Non-Vegetarian,5+,"Low-carb, Muscle gain, Sustainable eating, Gluten-free",None,3,Occasionally,3–4 times,150–250,₹150,UPI,Definitely,Weekly batch,5–6,"Fast delivery, Customizable, Loyalty points, Cancel-anytime, Recipe variety, Family plans, Easy cooking, No cleanup",Definitely,Definitely,Discounts
29,Male,75k–1L,Other,Full-time,10+,<15 min,1–2,No,1,"No ideas, Don't enjoy it, No time, Not cost-effective, No skills, Cleaning up",After 9 PM,Self,"Asian, Keto/High-protein, Italian, Vegan",Vegetarian,5+,"Low-calorie, Quick meal-prep, Gluten-free, High-protein, Muscle gain, Weight loss, Diabetes-friendly, Gut health",None,5,Never,5+,250–400,₹250,Credit Card,Definitely,Weekly batch,Daily,"Recipe variety, Cancel-anytime, App-based tracking, Fast delivery, Easy cooking, Loyalty points",Maybe,Definitely,Discounts
40,Male,50k–75k,Pune,Freelancer,8–10,30–60 min,Daily,Yes,2,"Don't enjoy it, No time, Not cost-effective, Too tired, No ideas",7–8 PM,Self,"Italian, North Indian, Thai, Mexican, Healthy Superfoods, Continental, Keto/High-protein, Chinese",Non-Vegetarian,1–2,"Gut health, High-protein, Gluten-free, Weight loss, Sustainable eating, Low-calorie",None,3,Never,3–4 times,150–250,₹200,Wallets,Unlikely,3x/week,1–2,"Cancel-anytime, Easy cooking, Recipe variety, Family plans, Fast delivery, No cleanup, App-based tracking, Loyalty points",Definitely,Maybe,Free meals
29,Female,1.5L+,Other,Full-time,6–8,15–30 min,1–2,Only on weekends,3,"Grocery hassle, Waste of ingredients, No skills, Don't enjoy it, Not cost-effective, No time, Portioning issues, No ideas",8–9 PM,Parent,"Chinese, North Indian, Keto/High-protein, Mexican",Vegetarian,5+,"Balanced meals, Diabetes-friendly, Gluten-free, Weight loss, Quick meal-prep, Low-carb",None,5,Never,1–2 times,250–400,₹300+,Wallets,Unlikely,Daily,3–4,"Family plans, Recipe variety, Cancel-anytime, Customizable, Easy cooking, Loyalty points, App-based tracking",Definitely,No,Discounts
24,Female,50k–75k,Chennai,Full-time,8–10,<15 min,5–6,Yes,3,"Don't enjoy it, Cleaning up, Waste of ingredients, No skills, Not cost-effective, Portioning issues",After 9 PM,Self,"Keto/High-protein, Thai, Healthy Superfoods, Mexican, Fusion, Chinese, Italian",Vegetarian,Never,"Sustainable eating, Balanced meals, Muscle gain, High-protein",None,3,Regularly,3–4 times,>400,₹250,UPI,Definitely,Weekly batch,3–4,"App-based tracking, No cleanup, Customizable, Cancel-anytime, Nutrition labels, Fast delivery",Maybe,Maybe,Discounts
33,Female,50k–75k,Pune,Full-time,6–8,15–30 min,5–6,Yes,3,"No time, No ideas, Not cost-effective, No skills, Grocery hassle, Portioning issues, Don't enjoy it",8–9 PM,Partner,"Asian, Fusion, Vegan, Continental, Mexican",Vegetarian,3–4,"Weight loss, Diabetes-friendly, Low-calorie, Muscle gain, Low-carb, Quick meal-prep",None,3,Regularly,5+,250–400,₹250,UPI,Maybe,Weekly batch,1–2,"Customizable, Cancel-anytime, Loyalty points, Recipe variety, No cleanup, Easy cooking, Family plans, Nutrition labels",Maybe,Definitely,Discounts
32,Female,50k–75k,Hyderabad,Student,6–8,<15 min,3–4,No,2,"No skills, No time, Portioning issues, Too tired, No ideas, Grocery hassle",7–8 PM,Alternates,"Chinese, Thai, Continental, Asian, Italian, Mexican, Fusion, North Indian",Vegetarian,1–2,"High-protein, Immune boost, Balanced meals, Muscle gain",None,4,Regularly,3–4 times,<150,₹200,UPI,Definitely,Daily,5–6,"Family plans, No cleanup, Recipe variety, Fast delivery, Easy cooking, Nutrition labels",Definitely,Definitely,Free meals
35,Male,75k–1L,Other,Part-time,6–8,15–30 min,5–6,No,3,"Grocery hassle, Too tired, Don't enjoy it, No time, Not cost-effective",7–8 PM,Partner,"Italian, Asian, Chinese, Continental, Fusion, South Indian",Eggetarian,Never,"Weight loss, Gluten-free, Immune boost, Diabetes-friendly, Gut health",None,2,Never,1–2 times,250–400,₹250,Credit Card,Maybe,On-demand,5–6,"Customizable, Cancel-anytime, Family plans, Recipe variety, Nutrition labels, Loyalty points",Definitely,Maybe,Discounts
31,Male,75k–1L,Delhi NCR,Consultant,8–10,60+ min,5–6,No,3,"Waste of ingredients, Too tired, Cleaning up, No skills, Portioning issues, Grocery hassle, No ideas",8–9 PM,Self,"South Indian, Fusion, Asian, Healthy Superfoods, Mexican",Mixed,Never,"Quick meal-prep, Diabetes-friendly, Low-carb, Gluten-free",None,4,Occasionally,3–4 times,250–400,₹200,Cash,Definitely,Weekly batch,1–2,"No cleanup, App-based tracking, Cancel-anytime, Fast delivery, Nutrition labels, Family plans, Customizable, Loyalty points",Definitely,Maybe,Free meals
36,Male,30k–50k,Delhi NCR,Full-time,6–8,30–60 min,None,No,4,"No time, Waste of ingredients, Too tired, Don't enjoy it, No skills",After 9 PM,Alternates,"Italian, Chinese, South Indian, Asian, Thai, Continental, Fusion",Mixed,Never,"High-protein, Gluten-free, Diabetes-friendly, Immune boost, Balanced meals",None,5,Never,3–4 times,250–400,₹250,Debit Card,Maybe,3x/week,1–2,"Cancel-anytime, Loyalty points, Customizable, Nutrition labels, Recipe variety, No cleanup, App-based tracking, Easy cooking",Definitely,Definitely,Discounts
33,Female,30k–50k,Other,Consultant,8–10,15–30 min,3–4,Yes,2,"Don't enjoy it, No skills, No time, Portioning issues, Too tired, Cleaning up, Not cost-effective",Before 7 PM,Partner,"South Indian, Vegan, Asian, Continental, Italian",Vegetarian,3–4,"Muscle gain, Diabetes-friendly, High-protein, Immune boost, Quick meal-prep",Lactose,1,Never,3–4 times,250–400,₹200,UPI,Unlikely,Weekly batch,3–4,"Family plans, Cancel-anytime, App-based tracking, Loyalty points",Definitely,Maybe,Discounts
32,Male,<30k,Bangalore,Full-time,10+,30–60 min,5–6,No,2,"Cleaning up, Don't enjoy it, Not cost-effective, Grocery hassle, Too tired, No time, Waste of ingredients",After 9 PM,Hired help,"Keto/High-protein, Chinese, Italian, Thai, Asian, Fusion, Continental, South Indian",Non-Vegetarian,Never,"Weight loss, Sustainable eating, Gut health, Diabetes-friendly, Low-carb, Gluten-free, Immune boost",None,4,Never,5+,150–250,₹200,UPI,Unlikely,Daily,1–2,"Easy cooking, Fast delivery, Cancel-anytime, App-based tracking, Nutrition labels, No cleanup, Recipe variety, Loyalty points",Definitely,Definitely,Discounts
32,Female,<30k,Chennai,Full-time,<6,15–30 min,5–6,Only on weekends,2,"No time, Grocery hassle, Cleaning up, Not cost-effective, Don't enjoy it, Portioning issues, No skills",7–8 PM,Self,"Asian, Vegan, North Indian, Healthy Superfoods, Continental",Vegetarian,1–2,"Low-calorie, Gluten-free, Muscle gain, High-protein, Sustainable eating",Eggs,2,Occasionally,1–2 times,250–400,₹200,Debit Card,Definitely,Weekly batch,3–4,"Cancel-anytime, Customizable, Loyalty points, App-based tracking, Recipe variety, Nutrition labels, No cleanup",Definitely,Maybe,Free meals
28,Male,30k–50k,Other,Consultant,<6,15–30 min,1–2,No,3,"Too tired, No ideas, Cleaning up, Not cost-effective",Before 7 PM,Self,"Healthy Superfoods, Italian, Chinese, Thai, Fusion, Mexican, Asian",Non-Vegetarian,Never,"Immune boost, Gluten-free, High-protein, Gut health",None,5,Occasionally,5+,150–250,₹200,UPI,Definitely,Weekly batch,3–4,"Customizable, Fast delivery, Family plans, App-based tracking",Definitely,Definitely,Discounts
32,Male,50k–75k,Hyderabad,Student,6–8,30–60 min,1–2,No,3,"No time, Cleaning up, No skills, Don't enjoy it, Portioning issues, No ideas, Grocery hassle",7–8 PM,Partner,"Continental, Thai, Chinese, Mexican, Fusion",Non-Vegetarian,5+,"Diabetes-friendly, Low-carb, Immune boost, Muscle gain, Balanced meals, Gluten-free, Weight loss",None,4,Never,5+,150–250,₹250,Wallets,Definitely,Weekly batch,5–6,"No cleanup, Family plans, Cancel-anytime, Nutrition labels",Definitely,Definitely,Free meals
